id,categoria,pregunta,respuesta,contexto
499,Protocolos,protocolo de miocarditis deporte ahora,"No debe hacer deporte intenso con miocarditis activa. Reevalúa antes de volver: síntomas, ECG, troponina, función ventricular y arritmias.","En miocarditis se recomienda evitar ejercicio intenso durante la fase aguda y hasta recuperación, porque aumenta riesgo arrítmico. El retorno al deporte requiere reevaluación clínica, ECG, imagen y biomarcadores según caso."
500,Protocolos,¿cuándo ingreso por anticoagulante perioperatorio ahora?,"No hagas puente automáticamente. Define riesgo del procedimiento, filtrado renal, último DOAC y riesgo trombótico; en muchos DOAC basta pausa programada.","El manejo perioperatorio de anticoagulantes depende de riesgo trombótico, riesgo hemorrágico del procedimiento, función renal y tipo de anticoagulante. El puente con heparina no es rutinario para DOAC."
501,Protocolos,¿cuándo activo preoperatorio cardiaco ahora?,"No pidas pruebas por rutina. Si hay síntomas activos, mala capacidad funcional o cirugía de alto riesgo, estratifica; pide eco/prueba de isquemia solo si cambiará manejo.","La evaluación cardiaca preoperatoria estima riesgo del paciente, riesgo de cirugía, capacidad funcional y presencia de enfermedad cardiovascular activa. Las pruebas se piden si cambian la conducta."
502,Protocolos,"dolor torácico alta segura, ¿cuál es el algoritmo ahora?","Alta solo si bajo riesgo real: clínica tranquilizadora, ECG sin isquemia y troponinas según protocolo negativas. Si la sospecha sigue alta, observa o ingresa.","El alta de urgencias por dolor torácico requiere bajo riesgo clínico, ECG sin cambios isquémicos, troponinas negativas según algoritmo y ausencia de diagnósticos alternativos graves."
503,Protocolos,¿cómo manejo telemetría ingreso en guardia ahora?,"Pon telemetría si hay SCA, síncope sospechoso, arritmia, QT largo, potasio alterado o riesgo de bloqueo. Retírala cuando el riesgo agudo baje.","La monitorización electrocardiográfica se indica en SCA, arritmias significativas, síncope de alto riesgo, trastornos electrolíticos graves o fármacos proarrítmicos. La duración depende del riesgo y evolución."
504,Protocolos,"tengo MAPA AMPA, ¿primer paso ahora?","Usa AMPA/MAPA si dudas del diagnóstico o control. Sirve para bata blanca, enmascarada y ajuste de tratamiento con medidas más reales que consulta.","La MAPA y la AMPA ayudan a confirmar hipertensión, detectar bata blanca, hipertensión enmascarada y evaluar control. Deben usarse dispositivos validados y técnica correcta."
505,Protocolos,¿qué criterios uso para profilaxis endocarditis ahora?,"No todos necesitan profilaxis. Solo alto riesgo, como prótesis valvular, endocarditis previa o ciertas cardiopatías, y en procedimientos dentales de riesgo.",La profilaxis antibiótica de endocarditis se reserva para pacientes de alto riesgo sometidos a procedimientos dentales de riesgo. No se recomienda de forma amplia para cualquier soplo o valvulopatía leve.
506,Protocolos,"TAVI cirugía, ¿derivo o manejo aquí ahora?","No es “TAVI para todos”. El Heart Team decide según edad, riesgo, anatomía, expectativa de vida y preferencias.","La elección entre TAVI y cirugía valvular depende de edad, riesgo quirúrgico, anatomía, durabilidad esperada, comorbilidades y decisión del Heart Team."
507,Protocolos,qué hago si tengo STEMI activar hemodinámica ahora,"Activa código infarto/hemodinámica si hay STEMI o equivalente. La angioplastia primaria es preferente; si no llega a tiempo y no hay contraindicaciones, valora fibrinólisis según tiempos.","En IAM con elevación persistente del ST, la estrategia preferida es angioplastia primaria dentro de tiempos recomendados. Si no es posible en plazo adecuado, se considera fibrinólisis si no hay contraindicación y el inicio de síntomas es compatible."
508,Protocolos,protocolo de SCASEST invasivo ahora,"Si hay inestabilidad, dolor refractario, arritmias graves, shock o cambios ECG importantes, estrategia inmediata. Si alto riesgo por troponina/GRACE, coronariografía temprana.","En SCASEST, la estrategia invasiva se decide por riesgo: inestabilidad, dolor recurrente, cambios dinámicos del ST, troponina, GRACE y comorbilidad. Los muy alto riesgo requieren manejo inmediato."
509,Protocolos,¿cuando ingreso por algoritmo troponina?,"Usa protocolo 0/1 h o 0/2 h si disponible, siempre con ECG y clínica. Si dolor muy reciente o alta sospecha, repite y observa aunque la primera sea baja.",Los algoritmos con troponina de alta sensibilidad 0/1 h o 0/2 h ayudan a descartar o confirmar IAM cuando se interpretan con clínica y ECG. Un resultado aislado no sustituye el juicio clínico.
510,Protocolos,¿cuándo activo dolor torácico triaje ahora?,"Primero ECG rápido y constantes. Si hay signos de SCA, disección, TEP, shock o hipoxemia, se prioriza manejo urgente; no esperes a la analítica para actuar.","El dolor torácico agudo requiere valorar constantes, ECG en minutos, riesgo vital y diagnósticos alternativos como disección, embolia pulmonar, pericarditis o neumotórax."
511,Protocolos,"ingreso por síncope, ¿cuál es el algoritmo ahora?","Ingresa/monitoriza si hay datos de alto riesgo. Si es vasovagal claro, ECG normal y sin cardiopatía, puede manejarse ambulatorio con educación y seguimiento.","El síncope se ingresa o monitoriza si hay criterios de alto riesgo: cardiopatía, ECG anormal, síncope de esfuerzo o decúbito, palpitaciones previas, hipotensión persistente o sospecha de arritmia."
512,Protocolos,¿cómo manejo FA inestable cardioversión en guardia ahora?,"Si la FA está causando shock, edema pulmonar o isquemia, cardioversión sincronizada urgente. Después se ordena anticoagulación y estudio de causa.","En fibrilación auricular con inestabilidad hemodinámica, isquemia, edema agudo de pulmón o shock, la cardioversión eléctrica sincronizada urgente está indicada. La anticoagulación no debe retrasar salvar la vida."
513,Protocolos,"tengo FA estable frecuencia, ¿primer paso ahora?","Si está estable, controla frecuencia, busca desencadenante y calcula riesgo embólico. Ritmo o frecuencia se decide según síntomas, tiempo de evolución, IC y recurrencias.","En FA estable, el control inicial puede centrarse en frecuencia, síntomas, comorbilidades y anticoagulación según riesgo. La estrategia de ritmo se individualiza por síntomas, duración, IC y preferencia."
514,Protocolos,¿qué criterios uso para cardioversión FA anticoagulación ahora?,"Si no sabes cuánto lleva en FA, no cardiovertir electivamente sin cubrir tromboembolia. Anticoagulación o ETE según caso; si está inestable, se cardioverte igual y se anticoagula.","Para cardioversión de FA, el riesgo embólico depende de duración y perfil del paciente. Si FA dura más de 24-48 h o es incierta, se requiere anticoagulación adecuada o ecocardiograma transesofágico según estrategia."
515,Protocolos,"ablación FA, ¿derivo o manejo aquí ahora?","Se plantea si FA sintomática recurre pese a fármacos o si se busca ritmo en pacientes seleccionados. No olvides peso, apnea del sueño, HTA, alcohol y anticoagulación.","La ablación con catéter se considera para control de ritmo en FA sintomática, especialmente si falla tratamiento antiarrítmico o en algunos casos como primera línea. Es importante tratar factores de riesgo y comorbilidades."
516,Protocolos,¿hay que monitorizar en IC aguda manejo ahora?,"Clasifica rápido: ¿congestionado?, ¿hipoperfundido?, ¿hipoxémico? Trata desencadenante, diurético si congestión, oxígeno si lo necesita y soporte si shock.","La insuficiencia cardiaca aguda se maneja evaluando congestión y perfusión, identificando desencadenantes como SCA, arritmia, infección o crisis hipertensiva. El tratamiento incluye oxígeno si hipoxemia, diuréticos y soporte según perfil."
517,Protocolos,¿qué hago si tengo IC crónica alta ahora?,"No dejar solo furosemida. En HFrEF busca los cuatro pilares si tolera: ARNI/IECA/ARA-II, beta, MRA y SGLT2, con controles de presión, riñón y potasio.","En insuficiencia cardiaca con FEVI reducida, el tratamiento modificador de pronóstico incluye ARNI/IECA/ARA-II, betabloqueante, antagonista mineralocorticoide e inhibidor SGLT2, titulado según tolerancia."
518,Protocolos,protocolo de alta por IC ahora,"Dale alta solo si está estable, sin congestión importante, con tratamiento claro, peso objetivo, educación y cita precoz. Revisa riñón, potasio y adherencia.","Antes del alta por insuficiencia cardiaca se debe asegurar estabilidad clínica, euvolemia, plan de tratamiento, educación, control precoz y ajuste de fármacos modificadores de pronóstico."
519,Protocolos,¿cuándo ingreso por HTA confirmar diagnóstico ahora?,"No diagnostiques por una sola toma aislada salvo urgencia. Confirma con mediciones repetidas, AMPA/MAPA, y calcula riesgo global y daño de órgano.","La hipertensión debe confirmarse con mediciones repetidas y preferentemente AMPA o MAPA cuando sea posible. La evaluación inicial busca daño de órgano, riesgo cardiovascular y causas secundarias si hay sospecha."
520,Protocolos,cuándo activo emergencia hipertensiva protocolo ahora,"Si hay daño agudo de órgano, monitorización e IV. El objetivo y velocidad dependen del cuadro: disección no se maneja igual que ictus o edema pulmonar.","La emergencia hipertensiva exige ingreso y descenso controlado de presión con fármacos intravenosos según órgano afectado. La disección aórtica, el edema pulmonar y el SCA tienen prioridades específicas."
521,Protocolos,"valvulopatía eco, ¿cuál es el algoritmo ahora?","Pide eco si hay soplo significativo, síntomas, cambio clínico o sospecha de valvulopatía. La decisión no es por el soplo solo, sino por severidad y repercusión.","La ecocardiografía es prueba central para diagnosticar y cuantificar valvulopatías, evaluar función ventricular, presiones pulmonares y repercusión. Los síntomas y severidad guían seguimiento o intervención."
522,Protocolos,¿cómo manejo estenosis aórtica derivación en guardia ahora?,"Si es severa y sintomática, deriva a equipo valvular. Ajustar diurético puede aliviar, pero la solución es intervención si es candidato.","La estenosis aórtica severa sintomática requiere valoración por Heart Team para TAVI o cirugía según edad, riesgo, anatomía y preferencias. El tratamiento médico no corrige la obstrucción."
523,Protocolos,"tengo endocarditis protocolo, ¿primer paso ahora?","Toma hemocultivos antes de antibiótico si está estable, pide eco y busca complicaciones. Prótesis, dispositivo o S. aureus suben mucho la sospecha.","La sospecha de endocarditis requiere hemocultivos, ecocardiografía y valoración multidisciplinar. En prótesis valvular, dispositivos o bacteriemia por Staphylococcus aureus, el umbral para estudio debe ser bajo."
524,Protocolos,¿qué criterios uso para RCP básica ahora?,"Si no responde y no respira normal, inicia compresiones y pide desfibrilador. Compresiones fuertes, rápidas, mínimas interrupciones y desfibrilar cuanto antes si corresponde.","En parada cardiaca, la supervivencia depende de reconocimiento precoz, llamada de ayuda, compresiones torácicas de calidad y desfibrilación temprana si ritmo desfibrilable. No se debe retrasar la RCP por comprobar demasiado."
525,Protocolos,"RCP ritmo desfibrilable, ¿derivo o manejo aquí ahora?",FV/TV sin pulso: descarga cuanto antes y sigue RCP. No pierdas tiempo buscando pulso después de cada descarga; reanuda compresiones.,"La fibrilación ventricular y la taquicardia ventricular sin pulso son ritmos desfibrilables. El algoritmo prioriza descarga, RCP inmediata posterior, adrenalina y antiarrítmico según ciclos."
526,Protocolos,¿hay que monitorizar en rcp asistolia?,"Asistolia no se desfibrila. Haz RCP, adrenalina según algoritmo y busca las H y T: hipoxia, hipovolemia, potasio, taponamiento, trombosis, neumotórax, toxinas.","La asistolia y la actividad eléctrica sin pulso no son ritmos desfibrilables. El manejo se centra en RCP de calidad, adrenalina y búsqueda de causas reversibles."
527,Protocolos,¿qué hago si tengo marcapasos indicación ahora?,"Si bloqueo avanzado o bradicardia sintomática no reversible, marcapasos. Si es por fármaco, hiperpotasemia o isquemia reversible, corrige primero.","El marcapasos está indicado en bradicardias sintomáticas persistentes o bloqueos AV avanzados no reversibles. Antes se deben excluir causas corregibles como fármacos, isquemia o alteraciones metabólicas."
528,Protocolos,protocolo de DAI indicación ahora,DAI si tuvo TV/FV no reversible o si FEVI sigue muy reducida pese a tratamiento óptimo y cumple criterios. No se decide en fase aguda sin reevaluación cuando toca.,El desfibrilador implantable se usa en prevención secundaria tras arritmia ventricular maligna no reversible y en prevención primaria en pacientes seleccionados con FEVI reducida pese a tratamiento óptimo.
